번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,입소정원,자격소유인원수,총인원수,위치정보(X),위치정보(Y),상세영업상태명
148,성가정노인교실,서울특별시 동작구 상도동 34-1번지 ,,20080806,운영중,,,,,,,87,3,8,195278.2037,444656.1534,
149,로사리오노인교실,서울특별시 동작구 사당동 235-57번지 ,,20080808,운영중,,,,,,,80,7,5,197073.2777,442283.4183,
150,영은 노인교실,서울특별시 영등포구 양평동3가 ,,19940407,운영중,,,,,,,,,,,,운영
151,남서울노인교실,서울특별시 영등포구 신길동 ,,20030306,운영중,,,,,,,,,,,,운영
152,성 바오로 시니어아카데미,서울특별시 영등포구 대림동 ,,19990920,운영중,,,,,,,,,,,,운영
153,신현실버대학,서울특별시 서대문구 대현동 신현교회 ,,20180222,운영중,,,,,,,,,7,,,운영
154,청춘아카데미,서울특별시 관악구 신림동 ,,20180205,운영중,,,,,,,50,2,,,,운영
155,하늘산성 노인대학,서울특별시 송파구 마천동 ,,20171218,운영중,,,,,,,,,,,,운영
156,양천교회어르신문화교실,서울특별시 강서구 가양동 ,,20180324,운영중,,,,,,,,,1,,,운영
157,아름다운은빛 실버대학,서울특별시 강서구 방화동 204호,,20180425,운영중,,,,,,,50,,2,,,운영
158,서림동 현대아파트 실버교실,서울특별시 관악구 신림동 신림현대아파트 경로당 ,,20180222,운영중,,,,,,,150,1,,,,운영
159,시흥중앙교회 시니어아카데미,서울특별시 금천구 시흥동 시흥중앙교회 ,,20180116,운영중,,,,,,,60,,,,,운영
160,행복실버대학,서울특별시 종로구 창신동 138-32번지 ,,20130419,운영중,,,,,,,0,,,201002.6607,452378.6885,운영
161,연동실버아카데미,서울특별시 종로구 연지동 ,,20130605,운영중,,,,,,,140,,,,,운영
162,늘푸른대학,서울특별시 종로구 종로6가 ,,20130923,운영중,,,,,,,200,,,,,운영
163,서대문교회실버대학,서울특별시 종로구 송월동 ,,20131018,운영중,,,,,,,100,,,,,운영
164,한강경로아카데미,서울특별시 용산구 한강로3가 63-379번지 3층 ,,20110517,운영중,,,,,,,150,,,197225.3667,446902.3133,운영
165,해돋는마을 노인교실,서울특별시 용산구 동자동 43-42번지 ,,20110517,운영중,,,,,,,,,3,197464.23,449985.37,운영
166,해돋는마을 노인교실,서울특별시 용산구 동자동 43-42번지 ,,20110517,운영중,,,,,,,,,3,197464.23,449985.37,운영
167,해돋는마을 노인교실,서울특별시 용산구 동자동 43-42번지 ,,20110517,운영중,,,,,,,50,,3,197464.23,449985.37,운영
168,해돋는마을 노인교실,서울특별시 용산구 동자동 43-42번지 ,,20110517,운영중,,,,,,,50,,3,197464.23,449985.37,운영
169,해돋는마을 노인교실,서울특별시 용산구 동자동 43-42번지 ,,20110517,운영중,,,,,,,50,,3,197464.23,449985.37,운영
170,이태원교회 실버아카데미,서울특별시 용산구 이태원동 ,,20120213,운영중,,,,,,,120,,,,,운영
171,대한노인회 용산노인대학,서울특별시 용산구 효창동 ,,20120910,운영중,,,,,,,50,,5,,,운영
172,비전어르신교실,서울특별시 용산구 원효로2가 ,,20130806,운영중,,,,,,,0,1,,,,운영
173,한남동성당 안나 노인교실,서울특별시 용산구 한남동 657-41번지 천주교 한남동 성당 ,,20100416,운영중,,,,,,,61,,6,200147.659,447943.2627,운영
174,해돋는마을 노인교실,서울특별시 용산구 동자동 43-42번지 ,,20100527,운영중,,,,,,,50,2,,197464.23,449985.37,운영
175,한강교회 행복대학,서울특별시 용산구 이촌동 301-54번지 한강교회 ,,20101101,운영중,,,,,,,55,,10,198268.8404,446369.3187,운영
176,해돋는마을 노인교실,서울특별시 용산구 동자동 43-42번지 ,,20110114,운영중,,,,,,,50,3,1,197464.23,449985.37,운영
177,새남터성당 시니어아카데미,서울특별시 용산구 이촌동 199-1번지 ,,20090521,운영중,,,,,,,150,0,4,196121.5986,446967.3455,운영
178,염천교회 늘푸른대학,서울특별시 용산구 갈월동 11-32번지 ,,20060309,운영중,,,,,,,100,2,20,197500.6477,449425.4882,운영
179,삼각교회 상록대학,서울특별시 용산구 한강로1가 ,,20080509,운영중,,,,,,,100,,7,,,운영
180,선인은빛대학,서울특별시 용산구 원효로4가 ,,20130812,운영중,,,,,,,0,,,,,운영
181,용산성당 성모성심 아카데미,서울특별시 용산구 산천동 2-11번지 ,,20040302,운영중,,,,,,,150,12,12,195776.0658,448309.441,운영
182,원동교회노인대학,서울특별시 용산구 원효로2가 55-3번지 ,,20040813,운영중,,,,,,,70,0,5,,,운영
183,원동교회 늘품나루학교,서울특별시 용산구 원효로2가 55-3번지 ,,20040813,운영중,,,,20160101,,,0,0,5,,,운영
184,해방경로대학,서울특별시 용산구 용산동2가 31번지 ,,20040813,운영중,,,,,,,200,0,22,198622.4257,449124.726,운영
185,해방교회 경로대학,서울특별시 용산구 용산동2가 31번지 ,,20040813,운영중,,,,,,,0,0,22,198622.4257,449124.726,운영
186,해방촌성당 성가정 노인교실,서울특별시 용산구 용산동2가 ,,20040920,운영중,,,,,,,80,0,17,,,운영
187,동성교회 경로대학,서울특별시 용산구 동자동 22-70번지 ,,20040920,운영중,,,,,,,0,0,17,197623.7282,449666.124,운영
188,영주노인대학,서울특별시 용산구 후암동 415-5번지 ,,20050307,운영중,,,,,,,150,2,15,198330.9583,449414.7406,운영
189,영주교회 노인교실,서울특별시 용산구 후암동 415-5번지 ,,20050307,운영중,,,,,,,150,2,15,198330.9583,449414.7406,운영
190,이촌동교회노인교실,서울특별시 용산구 이촌동 199-2번지 ,,20010320,운영중,,,,,,,90,0,20,196102.0152,447001.8028,운영
191,도원동교회 노인교실,서울특별시 용산구 도원동 4-3번지 ,,20020930,운영중,,,,,,,100,7,8,196204.4562,448511.0758,운영
192,청암교회 노인교실,서울특별시 용산구 청파동1가 97-32번지 ,,20030203,운영중,,,,,,,100,0,100,196985.1476,449455.3757,운영
193,신용산교회 소망노인교실,서울특별시 용산구 한강로3가 ,,20030212,운영중,,,,,,,150,0,150,,,운영
194,(사)대한노인회용산지회노인교실,서울특별시 용산구 효창동 255번지 ,,20030403,운영중,,,,,,,0,0,65,196415.0089,449214.414,운영
195,대한노인회서울특별시연합회부설노인교실,서울특별시 용산구 효창동 255번지 ,,20030428,운영중,,,,,,,150,0,150,196415.0089,449214.414,운영
196,후암동성당 시니어아카데미,서울특별시 용산구 후암동 38-3번지 ,,20040302,운영중,,,,,,,100,10,10,198007.6861,449964.0887,운영
197,청파동성당 시니어아카데미,서울특별시 용산구 청파동3가 132-9번지 ,,20040302,운영중,,,,,,,100,15,15,196800.2037,449041.1876,운영
198,한강성당 대건 노인대학,서울특별시 용산구 이촌동 ,,20040302,운영중,,,,,,,100,16,16,,,운영
199,세광교회 노인교실,서울특별시 용산구 이태원동 252-15번지 ,,20000627,운영중,,,,,,,120,0,1,199094.7067,448648.2678,운영
200,대한노인회용산구지회,서울특별시 용산구 이촌동 301-147번지 ,,19910514,운영중,,,,,,,70,0,1,197693.3968,446447.502,운영
201,이태원성당 상아탑 노인교실,서울특별시 용산구 이태원동 96-3번지 ,,19910514,운영중,,,,,,,87,0,1,199547.4352,447789.1777,운영
202,충신평생대학,서울특별시 용산구 이촌동 ,,20131031,운영중,,,,,,,0,,,,,운영
203,구산교회 실버대학,서울특별시 은평구 구산동 16-26번지 ,,20120926,운영중,,,,,,,0,,,192152.496,456322.2875,운영
204,역촌 시니어 아카데미,서울특별시 은평구 역촌동 ,,20130403,운영중,,,,,,,0,,11,,,운영
205,한성늘푸른대학,서울특별시 은평구 응암동 ,,20130403,운영중,,,,,,,0,,15,,,운영
206,서울인생이모작지원센터,서울특별시 은평구 녹번동 서울인생이모작지원센터 ,,20130413,운영중,,,,,,,0,,,,,운영
207,서문교회 장수대학,서울특별시 은평구 응암동 서문교회 ,,20120621,운영중,,,,,,,0,,,,,운영
208,오병이어,서울특별시 은평구 대조동 67-12번지 ,,20110318,운영중,,,,,,,0,1,1,193171.5657,456314.9679,운영
209,은평감리교회 평생교육원,서울특별시 은평구 녹번동 153-16번지 ,,20090805,운영중,,,,,,,80,1,24,193150.0725,455805.4942,운영
210,서광 어르신대학,서울특별시 은평구 갈현동 1-25번지 ,,20090930,운영중,,,,,,,101,5,11,192805.0429,458382.7391,운영
211,늘푸른교실,서울특별시 은평구 갈현동 444-7번지 ,,20060418,운영중,,,,,,,50,3,22,192474.865,457717.8794,운영
212,은평교회노인교실,서울특별시 은평구 역촌동 85-38번지 ,,20060627,운영중,,,,,,,55,1,12,192437.7419,455272.0408,운영
213,로뎀노인교실,서울특별시 은평구 불광동 484-221번지 ,,20050905,운영중,,,,,,,50,1,8,192942.0656,457650.3248,운영
214,연신내성당 노인교실,서울특별시 은평구 불광동 67-2번지 ,,20050118,운영중,,,,,,,51,0,0,193641.6257,458320.3162,운영
215,응암 시니어 아카데미,서울특별시 은평구 응암동 ,,20060125,운영중,,,,,,,100,1,75,,,운영
216,천주교불광동성당노인교실,서울특별시 은평구 불광동 286-53번지 ,,20040220,운영중,,,,,,,88,1,11,193432.3565,456983.3259,운영
217,향후노인교실,서울특별시 은평구 역촌동 15-10번지 ,,20041102,운영중,,,,,,,80,0,1,193015.3605,456107.8565,운영
218,응암교회노인교실,서울특별시 은평구 응암동 68-1번지 ,,20041130,운영중,,,,,,,200,0,15,193756.4562,455285.0681,운영
219,역촌동 노인교실,서울특별시 은평구 역촌동 56-11번지 ,,20041220,운영중,,,,,,,66,0,0,,,운영
220,연신내성당노인교실,서울특별시 은평구 불광동 67-2번지 ,,20050118,운영중,,,,,,,51,1,9,193641.6257,458320.3162,운영
221,녹번동성령강림노인교실,서울특별시 은평구 녹번동 79-8번지 ,,20050207,운영중,,,,,,,50,2,10,193810.7181,455489.1416,운영
222,수색시니어 아카데미,서울특별시 은평구 증산동 221-1번지 ,,20050512,운영중,,,,,,,120,1,18,191263.3758,453001.3924,운영
223,갈현성당노인교실,서울특별시 은평구 갈현동 428-3번지 ,,20050607,운영중,,,,,,,50,1,12,192602.2877,457640.0946,운영
224,은평제일노인교실,서울특별시 은평구 불광동 191-8번지 ,,20010331,운영중,,,,,,,300,0,18,193864.2794,457717.6898,운영
225,안디옥노인교실,서울특별시 은평구 신사동 337-10번지 ,,20030901,운영중,,,,,,,80,2,2,192244.9192,454249.9414,운영
226,신사노인교실,서울특별시 은평구 신사동 26-18번지 ,,19970526,운영중,,,,,,,50,0,0,192178.7394,455082.1771,운영
227,성진교회 늘푸른대학,서울특별시 성동구 성수동2가 339-55번지 ,,20090330,운영중,,,,,,,50,0,0,204766.3179,448566.9348,운영
228,성답경로대학,서울특별시 성동구 용답동 166-1번지 ,,20091013,운영중,,,,,,,120,2,20,204467.3275,451363.3146,운영
229,성답경로대학,서울특별시 성동구 용답동 166-1번지 ,,20091013,운영중,,,,,,,120,2,20,204467.3275,451363.3146,운영
230,금호경로대학,서울특별시 성동구 금호동3가 165-1번지 ,,20091015,운영중,,,,,,,120,1,10,202014.4362,449611.0543,운영
231,금호경로대학,서울특별시 성동구 금호동3가 165-1번지 ,,20091015,운영중,,,,,,,120,1,10,202014.4362,449611.0543,운영
232,성은교회 늘푸른대학,서울특별시 성동구 하왕십리동 974-10번지 ,,20091029,운영중,,,,,,,70,0,4,202646.0467,450993.7127,운영
233,어르신성경대학,서울특별시 성동구 옥수동 511-12번지 ,,20091029,운영중,,,,,,,84,1,26,,,운영
234,소망대학,서울특별시 성동구 행당동 346번지 ,,20091029,운영중,,,,,,,80,2,15,202511.1429,450401.3037,운영
235,안나회,서울특별시 성동구 금호동2가 760번지 ,,20100204,운영중,,,,,,,0,,,201907.5406,449917.0785,운영
236,왕십리교회노인교실,서울특별시 성동구 상왕십리동 304-3번지 ,,20080820,운영중,,,,,,,300,0,40,202075.9676,451547.6559,운영
237,금호제일노인대학,서울특별시 성동구 금호동4가 96번지 ,,20070302,운영중,,,,,,,200,1,3,202312.1328,449499.6632,운영
238,성심노인교실,서울특별시 성동구 홍익동 236번지 ,,20070928,운영중,,,,,,,80,0,10,202890.2169,451537.239,운영
239,대한노인회서울특별시연합회부설노인교실,서울특별시 성동구 마장동 520-9번지 ,,20031126,운영중,,,,,,,50,0,3,203244.9131,451811.2992,운영
240,대한노인회서울특별시연합회부설노인교실,서울특별시 성동구 마장동 520-9번지 ,,20031126,운영중,,,,,,,50,0,3,203244.9131,451811.2992,운영
241,비전노인교실,서울특별시 성동구 송정동 73-566번지 ,,20050319,운영중,,,,,,,150,1,22,205980.401,449882.572,운영
242,한빛효대학,서울특별시 양천구 신월동 ,,20130906,운영중,,,,,,,92,,,,,운영
243,평광교회 GS(Golden Senior) 대학,서울특별시 양천구 목동 909-2번지 평광교회 ,,20120314,운영중,,,,,,,180,,,189712.46,448457.1184,운영
244,신월중앙교회 평생대학,서울특별시 양천구 신월동 ,,20120406,운영중,,,,,,,0,,,,,운영
245,대한교회 노인교실,서울특별시 양천구 신정동 대한교회 ,,20120426,운영중,,,,,,,0,,,,,운영
246,목동중앙 노인교실,서울특별시 양천구 신정동 281-8번지 ,,20090901,운영중,,,,,,,0,1,3,188613.9914,446129.3187,운영
247,소명교회 노인교실,서울특별시 양천구 신월동 493-18번지 ,,20080612,운영중,,,,,,,50,0,2,186351.045,446783.87,운영
248,새마음노인교실,서울특별시 양천구 신월동 105-7번지 ,,20080220,운영중,,,,20120308,,,60,0,6,185400.1709,447995.9805,운영
249,늘푸른 실버대학,서울특별시 양천구 신월동 ,,20080220,운영중,,,,,,,80,0,2,,,운영
250,샘터 노인교실,서울특별시 양천구 목동 222-51번지 ,,20080220,운영중,,,,,,,70,0,2,188709.6032,448462.2822,운영
251,목동교회 노인교실,서울특별시 양천구 목동 315-50번지 ,,20080220,운영중,,,,,,,60,0,2,188273.3215,448745.1967,운영
252,신월동성당노인교실,서울특별시 양천구 신월동 436-1번지 ,,20060220,운영중,,,,,,,100,0,10,185592.8485,446732.0666,운영
253,사랑 노인교실,서울특별시 양천구 신월동 509-8번지 ,,20060601,운영중,,,,,,,50,0,6,186203.0049,446680.0504,운영
254,참살이노인교실,서울특별시 양천구 신월동 164-10번지 ,,20060914,운영중,,,,,,,60,0,4,184737.7689,447893.8666,운영
255,금빛새마을금고 노인교실,서울특별시 양천구 신월동 601-3번지 3층 ,,20070910,운영중,,,,,,,80,0,2,186141.5645,446357.0713,운영
256,실로암 방주교회 노인교실,서울특별시 양천구 신정동 311-11번지 ,,20050310,운영중,,,,,,,100,1,100,187169.0707,446311.1142,운영
257,신정노인교실,서울특별시 양천구 신월동 519-1번지 ,,20050916,운영중,,,,,,,70,0,13,185822.8137,446581.1517,운영
258,반석교회노인교실,서울특별시 양천구 신정동 1147-1번지 ,,20051013,운영중,,,,,,,50,2,7,187021.7963,446023.0341,운영
259,한성교회노인교실,서울특별시 양천구 신정동 758-1번지 ,,20050119,운영중,,,,,,,100,0,2,186011.0622,445458.742,운영
260,해나리은빛 노인교실,서울특별시 양천구 목동 905-3번지 ,,20030507,운영중,,,,,,,230,1,2,189066.5289,447908.1921,운영
261,열린실버 노인교실,서울특별시 양천구 신월동 56-8번지 ,,20040318,운영중,,,,,,,0,0,6,184841.9033,448512.0557,운영
262,목민대학 노인교실,서울특별시 양천구 신정동 1191-5번지 ,,20050114,운영중,,,,,,,110,5,15,186766.1477,446613.229,운영
263,산돌교회 노인교실,서울특별시 양천구 목동 927-3번지 ,,20050119,운영중,,,,,,,55,0,8,188205.4675,447024.0774,운영
264,등촌교회 노인교실,서울특별시 양천구 목동 626-19번지 ,,20050119,운영중,,,,,,,100,0,17,188039.0572,449354.4041,운영
265,한성교회 노인교실,서울특별시 양천구 신정동 758-1번지 ,,20050119,운영중,,,,,,,100,4,22,186011.0622,445458.742,운영
266,목동성당 로사리오 노인교실,서울특별시 양천구 신정동 318번지 ,,20050119,운영중,,,,,,,110,0,17,188397.9215,446751.1839,운영
267,에덴노인교실,서울특별시 양천구 목동 909-9번지 ,,20050124,운영중,,,,,,,150,1,4,189606.4741,448283.829,운영
268,요셉노인교실,서울특별시 양천구 신정동 975-1번지 ,,19901201,운영중,,,,,,,0,0,0,187123.8148,446674.0674,운영
269,천주교등촌성당 요셉노인교실,서울특별시 양천구 목동 626-15번지 ,,19901218,운영중,,,,,,,175,0,2,188052.3727,449394.4547,운영
270,(사)대한노인회 양천구지회 부설 노인교실,서울특별시 양천구 신정동 296-91번지 ,,19901218,운영중,,,,,,,80,0,2,188720.1307,446360.2919,운영
271,양천노인교실,서울특별시 양천구 목동 610-9번지 ,,19950412,운영중,,,,,,,60,0,2,188125.7069,449615.8008,운영
272,강남교회노인교실,서울특별시 양천구 신월동 103-23번지 ,,19971028,운영중,,,,,,,77,0,2,185292.7992,448050.7906,운영
273,명문노인교실,서울특별시 양천구 신정동 911-7번지 지층호,,19981204,운영중,,,,,,,0,0,2,187436.9985,447184.7451,운영
274,동아노인교실,서울특별시 양천구 신월동 76-7번지 ,,20010228,운영중,,,,,,,96,0,7,184941.2165,448357.4054,운영
275,번동노인교실,서울특별시 강북구 번동 417-15번지 ,,20090302,운영중,,,,,,,50,0,2,202405.253,459558.2869,운영
276,삼양교회 소망회,서울특별시 강북구 미아동 791-2143번지 ,,20090305,운영중,,,,,,,69,1,10,201525.1828,457630.4099,운영
277,신성북교회노인교실,서울특별시 강북구 미아동 791-412번지 ,,20090909,운영중,,,,,,,0,0,10,201663.5321,458337.0098,운영
278,백운노인대학,서울특별시 강북구 수유동 543-1번지 ,,20070213,운영중,,,,,,,174,0,6,200831.7744,460248.4397,운영
279,강북성실노인교실,서울특별시 강북구 수유동 221-49번지 ,,20040625,운영중,,,,,,,0,0,0,201952.0926,459752.74,운영
280,강북성실노인교실,서울특별시 강북구 수유동 221-49번지 ,,20040625,운영중,,,,,,,0,0,2,201952.0926,459752.74,운영
281,성베드로노인교실,서울특별시 강북구 수유동 233번지 ,,20050310,운영중,,,,,,,100,0,3,201849.0216,460031.0638,운영
282,늘푸른노인교실,서울특별시 강북구 미아동 670통38반 ,,20050316,운영중,,,,,,,97,0,9,,,운영
283,요한노인교실,서울특별시 강북구 미아동 301-10번지 ,,20050324,운영중,,,,,,,60,0,9,201966.2602,458039.767,운영
284,제일노인교실,서울특별시 강북구 미아동 258-72번지 ,,20050627,운영중,,,,,,,100,0,15,202709.3063,458394.1385,운영
285,상록노인교실,서울특별시 강북구 미아동 8통8반 ,,20021016,운영중,,,,,,,0,0,3,,,운영
286,행운동 시니어 아카데미,서울특별시 관악구 봉천동 1682-6번지 ,,20110405,운영중,,,,,,,0,,,196513.1064,441927.7095,운영
